Date & Time,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence,ETD
2006-06-27 17:00:00,0.0,2,3,0.0,3.0,0.133333333333,0.25,17.3333333333,3146
2006-06-27 20:00:00,0.0,2,4,0.444444444444,13.0,0.0224279835391,0.21028806584399998,11.222222222200001,3146
2006-06-27 21:00:00,0.0,0,6,0.33333333333299997,1.0,-0.0333333333333,0.3,9.0,3146
2006-06-28 08:00:00,0.0,10,8,0.0,3.0,-0.225,0.819444444444,31.0,3145
2006-06-29 02:00:00,0.0,17,1,0.0,1.0,0.1,0.6,21.0,3144
2006-06-29 03:00:00,0.0,0,2,0.25,4.0,-0.0125,0.21875,15.5,3144
2006-06-29 20:00:00,0.0,16,2,0.0,1.0,0.0,0.0,11.0,3144
2006-07-02 00:00:00,0.0,51,0,0.0,7.0,-0.0264583333333,0.457142857143,13.2857142857,3142
2006-07-02 12:00:00,0.0,11,2,0.0,1.0,0.0,0.0,11.0,3141
2006-07-03 21:00:00,0.0,32,0,0.0,3.0,0.0,0.0,6.666666666669999,3140
2006-07-04 20:00:00,0.0,22,2,0.0909090909091,2.25,0.00378787878788,0.20757575757599997,13.5454545455,3139
2006-07-04 21:00:00,0.0,0,6,0.0769230769231,4.0,-0.0192307692308,0.3,15.538461538499998,3139
2006-07-04 22:00:00,0.0,0,7,0.0,1.5,0.24444444444400001,0.5,4.33333333333,3139
2006-07-07 13:00:00,0.0,62,0,0.0,5.0,0.19166666666700002,0.24333333333299997,13.0,3136
2006-07-07 19:00:00,0.0,5,2,0.0,3.0,0.09166666666670001,0.18333333333299998,11.0,3136
2006-07-08 10:00:00,0.0,14,3,0.0,1.25,0.07083333333330001,0.316666666667,13.666666666700001,3135
2006-07-08 11:00:00,0.0,0,7,0.0,1.0,0.1,0.4,18.0,3135
2006-07-10 09:00:00,0.0,45,0,0.0,2.0,0.11875,0.4,6.0,3133
2006-07-17 22:00:00,0.0,180,0,0.111111111111,4.5,0.19722222222199998,0.458333333333,10.8888888889,3126
2006-07-22 10:00:00,0.0,107,0,0.0,1.0,0.0,0.0,15.0,3121
2006-07-22 20:00:00,0.0,9,1,0.0,2.0,0.275,0.45,10.0,3121
2006-07-24 00:00:00,0.0,27,0,0.0,3.0,0.0758333333333,0.34583333333300004,20.3333333333,3120
2006-07-24 13:00:00,0.0,12,1,0.0,1.5,0.17,0.533333333333,16.0,3119
2006-07-28 15:00:00,0.0,97,0,0.33333333333299997,9.0,0.030555555555599998,0.34166666666699996,13.333333333299999,3115
2006-07-28 22:00:00,0.0,6,1,0.416666666667,3.66666666667,0.0665277777778,0.264444444444,11.0,3115
2006-07-28 23:00:00,0.0,0,4,0.166666666667,3.0,0.0783333333333,0.40555555555600004,16.1666666667,3115
2006-07-29 11:00:00,0.0,11,6,0.28571428571400004,3.5,-0.23714285714299999,0.421428571429,11.2857142857,3114
2006-07-29 12:00:00,0.0,0,8,0.214285714286,2.8,-0.0133928571429,0.335714285714,12.2857142857,3114
2006-07-31 21:00:00,0.0,56,0,0.166666666667,4.0,0.0951041666667,0.4125,8.25,3112
2006-08-01 09:00:00,0.0,11,3,0.0,1.0,0.0,0.0,1.0,3111
2006-08-01 21:00:00,0.0,11,4,0.0,7.0,0.0464285714286,0.14642857142899998,13.0,3111
2006-08-06 09:00:00,0.0,107,0,0.0,5.0,0.0933333333333,0.106666666667,13.6,3106
2006-08-06 10:00:00,0.0,0,1,0.0,3.5,-0.015178571428600001,0.345178571429,13.5714285714,3106
2006-08-07 22:00:00,0.0,35,0,0.0,2.0,0.165,0.4625,29.5,3105
2006-08-08 11:00:00,0.0,12,1,0.33333333333299997,2.5,-0.0166666666667,0.483333333333,13.166666666700001,3104
2006-08-08 12:00:00,0.0,0,3,0.357142857143,2.2,-0.0279464285714,0.37839285714299997,10.4285714286,3104
2006-08-09 12:00:00,0.0,23,5,0.0,1.0,-0.0166666666667,0.316666666667,27.0,3103
2006-08-11 10:00:00,0.0,45,0,0.1,5.0,0.031666666666700004,0.453333333333,13.7,3101
2006-08-11 11:00:00,0.0,0,2,0.0,10.0,0.021130952381,0.129166666667,3.7142857142900003,3101
2006-08-14 13:00:00,0.0,73,0,0.555555555556,4.5,0.0197530864198,0.263580246914,9.666666666669999,3098
2006-08-14 14:00:00,0.0,0,2,0.33333333333299997,2.5,0.00645833333333,0.135625,6.333333333330001,3098
2006-08-15 15:00:00,0.0,24,0,0.28571428571400004,3.0,0.107142857143,0.207142857143,11.857142857100001,3097
2006-08-15 16:00:00,0.0,0,2,0.0,2.0,0.0,0.0,24.0,3097
2006-08-15 18:00:00,0.0,1,3,0.0,1.0,0.0,0.0,14.0,3097
2006-08-16 11:00:00,0.0,16,4,0.5,4.0,0.0,0.0,5.5,3096
2006-08-16 13:00:00,0.0,1,5,0.0,2.0,0.0,0.0,11.5,3096
2006-08-16 14:00:00,0.0,0,6,0.0,1.0,0.0,0.0,4.0,3096
2006-08-19 00:00:00,0.0,57,0,0.0,1.0,0.0,0.0,19.0,3094
2006-08-22 21:00:00,0.0,92,0,0.0,5.0,0.0,0.02,4.4,3090
2006-08-26 22:00:00,0.0,96,0,0.666666666667,6.0,-0.05,0.105555555556,9.666666666669999,3086
2006-08-26 23:00:00,0.0,0,1,0.0,2.5,-0.0020202020202,0.37101010101,14.4,3086
2006-08-28 10:00:00,0.0,34,0,0.166666666667,6.0,0.0534722222222,0.7583333333329999,17.6666666667,3084
2006-08-28 11:00:00,0.0,0,1,0.5,2.0,0.0,0.0,13.0,3084
2006-08-29 15:00:00,0.0,27,0,0.3,5.0,-0.023333333333299996,0.113888888889,12.6,3083
2006-08-31 20:00:00,0.0,52,0,0.0,2.0,-0.35,0.5,10.5,3081
2006-09-01 18:00:00,0.0,21,1,0.33333333333299997,3.0,0.021666666666700002,0.576666666667,42.3333333333,3080
2006-09-02 11:00:00,0.0,16,1,0.3,5.0,0.20875,0.361666666667,22.7,3079
2006-09-06 13:00:00,0.0,97,0,0.428571428571,3.5,-0.025,0.28571428571400004,14.5714285714,3075
2006-09-07 10:00:00,0.0,20,2,0.0,1.0,0.0,0.0,8.0,3074
2006-09-08 17:00:00,0.0,30,0,0.0,2.0,0.262857142857,0.485714285714,22.5714285714,3073
2006-09-10 12:00:00,0.0,42,0,0.0,1.0,0.0,0.0,4.0,3071
2006-09-16 10:00:00,0.0,141,0,0.0,3.0,0.0652777777778,0.319444444444,12.333333333299999,3065
2006-09-16 18:00:00,0.0,7,2,0.0,1.0,0.133333333333,0.5666666666669999,6.0,3065
2006-09-19 10:00:00,0.0,63,0,0.428571428571,7.0,0.0285714285714,0.264285714286,9.71428571429,3062
2006-09-19 14:00:00,0.0,3,1,0.0769230769231,6.0,-0.06414529914530001,0.25989316239300003,19.0769230769,3062
2006-09-19 20:00:00,0.0,5,3,0.0,1.0,0.0,0.0,16.0,3062
2006-09-19 22:00:00,0.0,1,4,0.0,1.0,0.275,0.55,26.0,3062
2006-09-21 10:00:00,0.0,35,0,0.0,1.0,0.0,0.0,7.0,3060
2006-09-21 22:00:00,0.0,11,1,1.0,1.0,-0.2125,0.6,34.0,3060
2006-09-22 17:00:00,0.0,18,1,0.0,3.0,0.0,0.0,11.0,3059
2006-09-22 23:00:00,0.0,5,1,0.0,2.0,0.0,0.0,11.0,3059
2006-09-23 10:00:00,0.0,10,2,0.125,2.0,0.07041666666669999,0.21458333333299998,10.375,3058
2006-09-23 21:00:00,0.0,10,5,0.0,1.0,0.133333333333,0.5666666666669999,8.0,3058
2006-09-25 13:00:00,0.0,39,0,0.0,3.5,-0.013095238095200001,0.283333333333,18.571428571400002,3056
2006-09-25 14:00:00,0.0,0,2,0.0,2.0,0.0,0.0,6.0,3056
2006-09-25 19:00:00,0.0,4,3,0.5,2.0,0.0,0.0,6.0,3056
2006-09-25 21:00:00,0.0,1,4,0.5,2.0,-0.325,0.45,11.5,3056
2006-09-25 22:00:00,0.0,0,5,0.2,5.0,-0.17833333333299997,0.44,11.2,3056
2006-09-27 00:00:00,0.0,25,0,0.307692307692,1.8333333333300001,-0.0147435897436,0.21666666666700002,10.9230769231,3055
2006-09-29 14:00:00,0.0,61,0,0.0,4.0,0.003125,0.70625,24.0,3052
2006-10-07 23:00:00,0.0,200,0,0.2,5.0,-0.0875,0.38375,25.8,3044
2006-10-08 11:00:00,0.0,11,1,0.08333333333330001,12.0,-0.0333333333333,0.378240740741,11.166666666700001,3043
2006-10-10 19:00:00,0.0,55,0,0.0,3.0,0.525,0.791666666667,19.0,3041
2006-10-11 19:00:00,0.0,23,1,0.5,2.0,0.0,0.0,11.5,3040
2006-10-13 19:00:00,0.0,47,0,0.0,1.0,0.2,0.4,17.0,3038
2006-10-19 21:00:00,0.0,145,0,0.55,10.0,0.054375,0.1275,8.5,3032
2006-10-19 22:00:00,0.0,0,2,0.428571428571,7.0,0.0392857142857,0.12142857142899999,14.5714285714,3032
2006-10-20 10:00:00,0.0,11,3,0.0,1.0,0.0,0.0,5.0,3031
2006-10-20 14:00:00,0.25,3,4,0.363636363636,2.5,0.0,0.145454545455,14.3636363636,3031
2006-10-21 00:00:00,0.0,9,5,0.5,2.0,-0.3,0.45,8.5,3031
2006-10-21 18:00:00,0.0,17,1,0.25,4.0,0.0333333333333,0.141666666667,7.5,3030
2006-10-28 11:00:00,0.0,160,0,0.5,2.0,0.08,0.4,5.0,3023
2006-10-28 22:00:00,0.0,10,1,0.0,2.0,0.18875,0.43541666666699996,12.0,3023
2006-10-29 22:00:00,0.0,23,1,0.0,2.0,0.0,0.0,15.0,3022
2006-10-30 10:00:00,0.0,11,1,0.5,1.0,0.08,0.4,4.0,3021
2006-10-30 21:00:00,0.0,10,3,0.33333333333299997,1.5,0.3,0.33333333333299997,7.666666666669999,3021
2006-10-31 10:00:00,0.0,12,4,0.0,2.0,-0.5875,0.775,19.5,3020
2006-10-31 11:00:00,0.0,0,3,0.0,1.0,0.275,0.55,21.0,3020
2006-10-31 13:00:00,0.0,1,4,1.0,2.0,0.05,0.15,11.0,3020
2006-10-31 14:00:00,0.0,0,5,0.0,3.0,0.133333333333,0.275,9.333333333330001,3020
2006-10-31 20:00:00,0.0,5,6,0.111111111111,2.66666666667,-0.005555555555560001,0.1,11.0,3020
2006-10-31 21:00:00,0.0,0,9,0.0,1.0,0.133333333333,0.5666666666669999,9.0,3020
2006-11-01 09:00:00,0.0,11,8,0.0,1.0,0.0,0.0,3.0,3019
2006-11-01 10:00:00,0.0,0,9,0.0,1.0,0.4,0.4,10.0,3019
2006-11-01 13:00:00,0.0,2,8,0.166666666667,1.6666666666699999,0.0,0.0,10.0,3019
2006-11-01 14:00:00,0.0,0,10,0.0,1.0,0.0,0.0,10.0,3019
2006-11-01 19:00:00,0.0,4,10,0.33333333333299997,3.0,0.0,0.0,13.333333333299999,3019
2006-11-02 16:00:00,0.0,20,1,0.0,1.0,1.0,1.0,16.0,3018
2006-11-03 08:00:00,0.0,15,1,0.33333333333299997,2.5,-0.023148148148099998,0.19814814814800003,11.333333333299999,3017
2006-11-04 10:00:00,0.0,25,0,0.666666666667,3.0,0.104166666667,0.27083333333299997,3.83333333333,3016
2006-11-07 09:00:00,0.0,70,0,0.0,3.0,-0.22916666666700003,0.23833333333299997,14.666666666700001,3013
2006-11-07 14:00:00,0.0,4,1,0.0,1.0,0.0,0.0,4.5,3013
2006-11-07 16:00:00,0.0,1,3,0.0,2.0,-0.0166666666667,0.266666666667,7.5,3013
2006-11-08 10:00:00,0.0,17,3,0.0,2.0,0.120833333333,0.575,14.5,3012
2006-11-09 14:00:00,0.0,27,0,0.0,1.0,0.0,0.0,10.0,3011
2006-11-10 20:00:00,0.0,29,0,0.0,5.0,0.009000000000000001,0.318,16.8,3010
2006-11-11 00:00:00,0.0,3,1,0.258064516129,5.0,-0.018548387096799998,0.15,8.93548387097,3010
2006-11-11 09:00:00,0.0,8,7,0.33333333333299997,3.0,0.133333333333,0.266666666667,6.666666666669999,3009
2006-11-11 11:00:00,0.0,1,8,0.0,2.5,0.1,0.285,10.0,3009
2006-11-12 16:00:00,0.0,28,0,0.0,1.0,-0.0333333333333,0.533333333333,12.0,3008
2006-11-13 09:00:00,0.0,16,1,0.0,2.0,0.0454861111111,0.223263888889,16.875,3007
2006-11-13 13:00:00,0.0,3,5,0.6,5.0,0.04,0.1,9.0,3007
2006-11-14 13:00:00,0.0,23,1,0.0,3.0,0.00777777777778,0.158333333333,14.333333333299999,3006
2006-11-14 16:00:00,0.0,2,1,0.5,2.0,0.0,0.05,7.75,3006
2006-11-14 17:00:00,0.0,0,3,0.0,2.5,0.206666666667,0.436666666667,11.2,3006
2006-11-16 14:00:00,0.0,44,0,0.0,1.0,0.0,0.0,11.0,3004
2006-11-17 14:00:00,0.0,23,1,0.0,3.0,0.0,0.0,12.333333333299999,3003
2006-11-21 10:00:00,0.0,91,0,0.33333333333299997,3.0,0.0,0.0,13.0,2999
2006-11-21 11:00:00,0.0,0,1,0.0,1.0,0.0,0.0,6.0,2999
2006-11-24 21:00:00,0.0,81,0,0.0,1.0,0.2,0.605,22.0,2996
2006-11-27 21:00:00,0.0,71,0,0.0,1.0,0.0,0.0,8.0,2993
2006-11-29 13:00:00,0.0,39,0,0.0,1.0,0.0,0.0,14.0,2991
2006-11-29 14:00:00,0.0,0,1,0.0,1.0,0.0,0.0,35.0,2991
2006-11-30 10:00:00,0.0,19,2,0.45454545454499995,11.0,0.022916666666700003,0.38484848484800005,12.8181818182,2990
2006-11-30 11:00:00,0.0,0,3,0.2,2.0,0.00375,0.1275,6.1,2990
2006-11-30 15:00:00,0.0,3,6,0.0,2.0,0.275,0.425,18.5,2990
2006-12-01 23:00:00,0.0,31,0,0.0,5.0,0.0347826086957,0.170652173913,5.60869565217,2989
2006-12-02 10:00:00,0.0,10,4,0.0,3.0,0.0166666666667,0.266666666667,17.6666666667,2988
2006-12-02 12:00:00,0.0,1,5,0.0,2.0,-0.0125,0.625,28.5,2988
2006-12-04 20:00:00,0.0,55,0,0.666666666667,1.5,0.0,0.0,6.0,2986
2006-12-05 10:00:00,0.0,13,2,0.06666666666669999,4.66666666667,0.015111111111099999,0.24805555555599998,10.266666666699999,2985
2006-12-05 11:00:00,0.0,0,5,0.0,5.0,-0.09,0.36,7.8,2985
2006-12-05 22:00:00,0.0,10,4,0.111111111111,9.0,-0.08333333333330001,0.14722222222200002,11.333333333299999,2985
2006-12-07 15:00:00,0.0,40,0,0.33333333333299997,6.0,0.008333333333329999,0.075,10.6666666667,2983
2006-12-09 13:00:00,0.0,45,0,0.0,2.0,-0.40625,0.8,7.0,2981
2006-12-09 14:00:00,0.0,0,1,0.0,1.0,0.05,0.15,15.0,2981
2006-12-10 00:00:00,0.0,9,3,0.0,5.666666666669999,-0.100882352941,0.390490196078,10.4705882353,2981
2006-12-11 19:00:00,0.0,42,0,0.0606060606061,16.5,0.013383838383799999,0.424242424242,14.6363636364,2979
2006-12-13 14:00:00,0.0,42,0,0.0,1.0,0.0,0.0,4.0,2977
2006-12-13 19:00:00,0.0,4,1,0.0,1.0,0.0,0.0,3.0,2977
2006-12-15 13:00:00,0.0,41,0,0.266666666667,3.5,-0.01,0.133333333333,12.066666666700002,2975
2006-12-15 20:00:00,0.0,6,4,0.0,1.0,0.0,0.0,14.0,2975
2006-12-16 10:00:00,0.0,13,5,0.28571428571400004,7.0,-0.0755952380952,0.31369047619,9.71428571429,2974
2006-12-22 13:00:00,0.0,146,0,0.0,3.0,-0.155555555556,0.3,11.666666666700001,2968
2006-12-29 15:00:00,0.0,169,0,0.2,5.0,0.0388888888889,0.297777777778,19.8,2961
2006-12-31 14:00:00,0.0,46,0,0.0,4.0,0.1,0.175,10.5,2959
2006-12-31 15:00:00,0.0,0,1,0.5,2.0,0.0,0.0,2.0,2959
2007-01-01 13:00:00,0.0,21,2,0.0,1.0,0.0,0.0,3.0,2958
2007-01-02 11:00:00,0.0,21,1,0.0,1.0,0.7,1.0,5.0,2957
2007-01-02 13:00:00,0.0,1,2,0.0,1.5,0.385416666667,0.7444444444439999,19.3333333333,2957
2007-01-02 19:00:00,0.0,5,3,0.33333333333299997,2.5,0.022222222222199998,0.09444444444439999,10.6666666667,2957
2007-01-03 13:00:00,0.0,17,4,0.0,4.0,0.15,0.2625,10.0,2956
2007-01-07 21:00:00,0.0,103,0,0.0,4.66666666667,-0.0183333333333,0.25833333333299996,8.4,2952
2007-01-07 22:00:00,0.0,0,3,0.0,4.0,0.0,0.0,4.25,2952
2007-01-11 16:00:00,0.0,89,0,0.0,1.0,0.0,0.0,2.0,2948
2007-01-18 21:00:00,0.0,172,0,0.0,1.5,0.0142857142857,0.0857142857143,15.0,2941
2007-01-19 17:00:00,0.0,19,4,0.0,1.0,0.46666666666699996,0.533333333333,10.0,2940
2007-01-21 20:00:00,0.0,50,0,0.0,1.5,0.4,0.655555555556,7.666666666669999,2938
2007-01-26 17:00:00,0.0,116,0,0.0,1.0,0.0,0.0,3.0,2933
2007-01-28 16:00:00,0.0,46,0,0.0,7.0,-0.00821428571429,0.27928571428599996,20.0,2931
2007-01-28 17:00:00,0.0,0,1,0.0,2.0,0.125,0.825,22.0,2931
2007-01-28 22:00:00,0.0,4,2,0.0,5.0,0.2015,0.43,14.4,2931
2007-01-31 16:00:00,0.0,65,0,0.0,1.0,0.0,0.0,0.0,2928
2007-01-31 21:00:00,0.0,4,1,0.0,1.0,0.133333333333,0.5666666666669999,6.0,2928
2007-02-01 14:00:00,0.0,16,2,0.0,1.0,0.0,0.0,4.0,2927
2007-02-02 12:00:00,0.0,21,1,0.0,4.0,0.1375,0.475,14.25,2926
2007-02-02 17:00:00,0.0,4,1,0.0,2.0,-0.116666666667,0.25833333333299996,12.5,2926
2007-02-06 17:00:00,0.0,95,0,0.5,2.0,0.0,0.0,7.0,2922
2007-02-06 19:00:00,0.0,1,1,0.0,4.0,0.0,0.0,5.75,2922
2007-02-06 22:00:00,0.0,2,2,0.0,1.0,0.0,0.0,8.0,2922
2007-02-10 13:00:00,0.0,86,0,0.272727272727,11.0,-0.0318181818182,0.37348484848499997,12.8181818182,2918
2007-02-11 14:00:00,0.0,24,0,0.0,1.0,0.0,0.0,5.0,2917
2007-02-11 21:00:00,0.0,6,1,0.0,1.0,-0.196111111111,0.303333333333,13.666666666700001,2917
2007-02-13 19:00:00,0.0,45,0,0.14285714285700002,14.0,0.13630952381,0.35357142857100005,12.2857142857,2915
2007-02-13 20:00:00,0.0,0,1,0.0,3.0,-0.0037037037036999998,0.0888888888889,10.0,2915
2007-02-13 22:00:00,0.0,1,4,0.0,1.0,0.0,0.0,16.0,2915
2007-02-14 20:00:00,0.0,21,4,0.5,4.0,0.166666666667,0.35,13.5,2914
2007-02-15 13:00:00,0.0,16,1,0.33333333333299997,2.66666666667,0.0513888888889,0.10694444444399999,5.88888888889,2913
2007-02-15 14:00:00,0.0,0,4,0.0,1.0,0.0,0.0,7.5,2913
2007-02-15 18:00:00,0.0,3,6,0.0,1.0,0.0,0.0,12.0,2913
2007-02-16 19:00:00,0.0,24,0,0.0,1.0,0.7,1.0,11.0,2912
2007-02-18 18:00:00,0.0,46,0,0.0,1.0,0.133333333333,0.5666666666669999,8.0,2910
2007-02-19 10:00:00,0.0,15,1,0.0,3.0,0.266666666667,0.3,4.66666666667,2909
2007-02-20 19:00:00,0.0,32,0,0.0,5.0,-0.0388888888889,0.151111111111,4.2,2908
2007-02-22 23:00:00,0.0,51,0,0.0,2.0,0.0,0.0,8.5,2906
2007-02-28 21:00:00,0.0,141,0,0.0,1.0,0.0,0.7,16.0,2900
2007-03-04 19:00:00,0.0,93,0,0.0,6.0,-0.211944444444,0.577777777778,9.333333333330001,2896
2007-03-04 21:00:00,0.0,1,1,0.0,4.0,0.0,0.275,8.75,2896
2007-03-04 22:00:00,0.0,0,2,0.0,11.0,0.0767045454545,0.34545454545500004,8.818181818180001,2896
