Date & Time,First posts,Inactivity,Posts in last 24H,Questions,Sentences/Post,Sentiment,Subjectivity,Words/Sentence
2014-12-29 18:00:00,0.0,90518,0,0.0,9.0,-0.0611111111111,0.214814814815,15.0
2015-01-02 14:00:00,0.0,91,0,0.0,3.0,0.141666666667,0.35,22.0
2015-01-03 17:00:00,0.0,26,0,0.0,3.0,0.183333333333,0.3,12.0
2015-01-04 23:00:00,0.0,29,0,0.0,3.0,-0.152083333333,0.25,10.6666666667
2015-01-15 13:00:00,0.0,253,0,0.0,7.0,-0.0489784946237,0.380430107527,17.2857142857
2015-01-18 16:00:00,1.0,74,0,0.166666666667,6.0,-0.0375,0.225,18.8333333333
2015-01-23 00:00:00,0.0,103,0,0.0,5.0,0.0,0.0,2.8
2015-02-03 22:00:00,0.0,285,0,0.0625,7.5,0.0454166666667,0.182291666667,7.0625
2015-02-11 23:00:00,0.0,192,0,0.111111111111,9.0,-0.00604938271605,0.133333333333,11.8888888889
2015-02-12 11:00:00,0.0,11,1,0.0,8.0,-0.0177083333333,0.329583333333,18.375
2015-02-25 20:00:00,0.0,320,0,0.272727272727,11.0,0.241484848485,0.412272727273,21.3636363636
2015-03-06 11:00:00,0.0,206,0,0.0,4.0,-0.0625,0.45,14.5
2015-03-17 21:00:00,0.0,273,0,0.0,3.0,0.085,0.358333333333,11.6666666667
2015-03-23 14:00:00,0.0,136,0,0.125,8.0,-0.00416666666667,0.25625,14.625
2015-03-23 22:00:00,0.0,7,1,0.0,10.0,0.0833333333333,0.504375,16.9
2015-03-25 13:00:00,0.0,38,0,0.0,12.0,-0.0677083333333,0.133333333333,6.91666666667
2015-03-27 22:00:00,0.0,56,0,0.0,4.0,0.04375,0.53125,12.0
2015-04-03 22:00:00,0.0,167,0,0.0,2.0,0.4625,0.725,13.0
2015-04-15 10:00:00,0.0,275,0,0.4,5.0,0.25,0.36,7.4
2015-04-19 15:00:00,0.0,100,0,0.1,20.0,0.0608333333333,0.277083333333,14.1
2015-04-20 00:00:00,0.0,8,1,0.0,5.0,-0.0706666666667,0.383333333333,30.8
2015-04-20 11:00:00,0.0,10,2,0.0,3.0,0.183333333333,0.3,23.3333333333
2015-04-21 00:00:00,0.0,12,2,0.0,6.0,0.136458333333,0.335416666667,15.6666666667
2015-04-30 23:00:00,0.0,238,0,0.375,8.0,0.0616666666667,0.326388888889,16.0
2015-05-01 12:00:00,0.0,12,1,0.0,4.0,0.0358333333333,0.2,14.75
2015-05-03 21:00:00,0.0,56,0,0.0,1.0,0.575,0.85,23.0
2015-05-08 16:00:00,0.0,114,0,0.5,2.0,-0.3125,0.45,3.0
2015-05-08 17:00:00,0.0,0,1,0.0,1.0,0.0,0.0,3.0
2015-05-09 13:00:00,0.0,19,2,0.0,1.0,0.0,0.0,8.0
2015-05-12 19:00:00,0.0,77,0,0.0,3.0,0.465972222222,0.772222222222,8.0
2015-05-15 18:00:00,0.0,70,0,0.0,5.0,0.0,0.0,1.2
2015-05-27 20:00:00,0.0,289,0,0.0,4.0,0.171875,0.225,2.75
2015-06-02 10:00:00,0.0,133,0,0.0,3.0,0.183333333333,0.3,12.0
2015-07-05 17:00:00,0.0,798,0,0.0,1.0,0.0,0.0,1.0
2016-01-08 21:00:00,0.0,4491,0,0.0,1.0,0.0,0.0,4.0
2016-05-02 19:00:00,1.0,2757,0,0.0909090909091,11.0,0.0833333333333,0.293939393939,12.5454545455
2016-07-13 16:00:00,0.0,1724,0,0.0,7.0,-0.0257142857143,0.168571428571,17.0
